data,temperaturaMit,humitatMit,pressioMit,ventMit,ventGrausMit,plujaMaxIntensitat,plujaAvui,plujaMes,plujaAny,radSolarMax,temperaturaMax,temperaturaMin,humitatMax,humitatDataMax,humitatMin,humitatDataMin,pressioMax,pressioDataMax,pressioMin,pressioDataMin,ventMax,ventDirMax,temperaturaDataMax,temperaturaDataMin,ventDataMax,fuelMit,fuelMax,fuelMin,temperaturaSol10Mit,temperaturaSol10Max,temperaturaSol10Min,temperaturaSolM15Mit,temperaturaSolM15Max,temperaturaSolM15Min,ventDesviacioMit,ventDesviacioMax,ventDesviacioMin 
2018-11-14 23:59:59,14.6,80.7,1023.0,1.1,0.0,0.0,,65.2,1078.2,,17.9,12.8,82.0,2018-11-14 06:20:00,77.0,2018-11-14 13:50:00,1025.0,2018-11-14 00:10:00,1021.0,2018-11-14 20:20:00,11.9,,2018-11-14 14:00:00,2018-11-14 08:00:00,,,,,,,,,,,,,
2018-11-15 23:59:59,14.0,82.2,1019.4,1.4,0.0,0.0,89.6,154.8,1167.8,,15.7,12.9,83.0,2018-11-15 08:50:00,80.0,2018-11-15 01:20:00,1021.0,2018-11-15 00:10:00,1018.0,2018-11-15 15:10:00,19.1,,2018-11-15 13:50:00,2018-11-15 23:50:00,,,,,,,,,,,,,
2018-11-16 23:59:59,12.4,82.8,1019.6,1.1,0.0,0.0,4.8,159.6,1172.6,,13.8,10.3,84.0,2018-11-16 06:40:00,82.0,2018-11-16 04:30:00,1021.0,2018-11-16 09:30:00,1019.0,2018-11-16 01:20:00,14.0,,2018-11-16 11:30:00,2018-11-16 06:10:00,,,,,,,,,,,,,
2018-11-17 23:59:59,11.2,82.4,1016.4,1.8,0.0,0.0,13.4,173.0,1186.0,,12.5,10.2,83.0,2018-11-17 00:10:00,81.0,2018-11-17 04:50:00,1020.0,2018-11-17 00:10:00,1014.0,2018-11-17 20:40:00,14.0,,2018-11-17 00:10:00,2018-11-17 21:30:00,,,,,,,,,,,,,
2018-11-18 23:59:59,10.0,82.5,1011.5,2.2,0.0,0.0,20.6,193.6,1206.6,,10.9,8.8,83.0,2018-11-18 00:10:00,81.0,2018-11-18 13:30:00,1014.0,2018-11-18 00:10:00,1009.0,2018-11-18 22:10:00,15.8,,2018-11-18 14:10:00,2018-11-18 08:30:00,,,,,,,,,,,,,
2018-11-19 23:59:59,9.9,82.3,1002.0,1.4,0.0,0.0,1.8,195.4,1208.4,,11.7,8.6,83.0,2018-11-19 00:10:00,80.0,2018-11-19 13:20:00,1008.0,2018-11-19 00:10:00,999.0,2018-11-19 15:00:00,11.9,,2018-11-19 14:00:00,2018-11-19 20:40:00,,,,,,,,,,,,,
2018-11-20 23:59:59,9.7,82.2,999.5,1.1,0.0,0.0,2.4,197.8,1210.8,,12.8,7.1,83.0,2018-11-20 04:20:00,81.0,2018-11-20 00:30:00,1001.0,2018-11-20 20:40:00,999.0,2018-11-20 00:10:00,24.8,,2018-11-20 14:50:00,2018-11-20 07:10:00,,,,,,,,,,,,,
2018-11-21 23:59:59,7.8,82.4,1008.1,1.4,0.0,0.0,,197.8,1210.8,,12.2,5.4,84.0,2018-11-21 09:30:00,77.0,2018-11-21 15:40:00,1014.0,2018-11-21 22:50:00,1001.0,2018-11-21 00:10:00,14.0,,2018-11-21 15:50:00,2018-11-21 07:40:00,,,,,,,,,,,,,
2018-11-22 23:59:59,9.9,77.5,1014.5,2.2,0.0,0.0,0.2,198.0,1211.0,,14.6,6.3,83.0,2018-11-22 05:20:00,60.0,2018-11-22 13:20:00,1016.0,2018-11-22 10:50:00,1014.0,2018-11-22 00:10:00,22.0,,2018-11-22 13:10:00,2018-11-22 04:30:00,,,,,,,,,,,,,
2018-11-23 23:59:59,9.7,82.1,1011.6,1.1,0.0,0.0,5.6,203.6,1216.6,,12.1,7.6,83.0,2018-11-23 00:10:00,81.0,2018-11-23 12:10:00,1015.0,2018-11-23 00:20:00,1009.0,2018-11-23 16:00:00,19.1,,2018-11-23 15:00:00,2018-11-23 03:40:00,,,,,,,,,,,,,
2018-11-24 23:59:59,7.8,82.3,1013.0,1.8,0.0,0.0,0.2,203.8,1216.8,,12.1,5.2,84.0,2018-11-24 20:20:00,80.0,2018-11-24 12:00:00,1015.0,2018-11-24 08:30:00,1011.0,2018-11-24 22:40:00,14.0,,2018-11-24 12:10:00,2018-11-24 03:30:00,,,,,,,,,,,,,
2018-11-25 23:59:59,7.5,81.5,1005.9,2.2,0.0,0.0,,203.8,1216.8,,13.6,4.5,84.0,2018-11-25 00:40:00,70.0,2018-11-25 15:20:00,1011.0,2018-11-25 00:10:00,1004.0,2018-11-25 13:50:00,20.2,,2018-11-25 14:30:00,2018-11-25 08:00:00,,,,,,,,,,,,,
2018-11-26 23:59:59,7.8,82.5,1005.5,2.5,0.0,0.0,4.0,207.8,1220.8,,9.6,4.9,84.0,2018-11-26 00:50:00,80.0,2018-11-26 06:20:00,1013.0,2018-11-26 23:20:00,1002.0,2018-11-26 04:40:00,20.2,,2018-11-26 13:50:00,2018-11-26 23:50:00,,,,,,,,,,,,,
2018-11-27 23:59:59,5.7,82.3,1016.6,1.4,0.0,0.0,0.2,208.0,1221.0,,10.3,2.2,85.0,2018-11-27 03:10:00,69.0,2018-11-27 12:20:00,1020.0,2018-11-27 21:00:00,1013.0,2018-11-27 00:10:00,15.8,,2018-11-27 16:50:00,2018-11-27 07:20:00,,,,,,,,,,,,,
2018-11-28 23:59:59,7.1,83.2,1020.4,1.1,0.0,0.0,,208.0,1221.0,,11.2,4.1,84.0,2018-11-28 07:20:00,82.0,2018-11-28 01:10:00,1021.0,2018-11-28 08:50:00,1020.0,2018-11-28 00:10:00,14.0,,2018-11-28 15:50:00,2018-11-28 05:20:00,,,,,,,,,,,,,
2018-11-29 23:59:59,7.4,82.7,1018.3,0.4,0.0,0.0,,208.0,1221.0,,12.9,4.6,84.0,2018-11-29 00:10:00,77.0,2018-11-29 13:50:00,1021.0,2018-11-29 00:10:00,1016.0,2018-11-29 14:50:00,7.9,,2018-11-29 14:20:00,2018-11-29 08:10:00,,,,,,,,,,,,,
2018-11-30 23:59:59,8.1,82.7,1014.7,1.4,0.0,0.0,2.0,210.0,1223.0,,11.1,5.4,84.0,2018-11-30 03:30:00,81.0,2018-11-30 13:30:00,1018.0,2018-11-30 22:10:00,1012.0,2018-11-30 08:00:00,16.9,,2018-11-30 14:20:00,2018-11-30 22:40:00,,,,,,,,,,,,,
2018-12-01 23:59:59,6.8,83.0,1019.0,1.4,0.0,0.0,0.2,0.2,1223.2,,11.4,3.7,84.0,2018-12-01 05:10:00,82.0,2018-12-01 00:10:00,1020.0,2018-12-01 09:00:00,1018.0,2018-12-01 00:10:00,20.2,,2018-12-01 14:40:00,2018-12-01 07:50:00,,,,,,,,,,,,,
2018-12-02 23:59:59,8.7,81.7,1018.3,2.2,0.0,0.0,,0.2,1223.2,,13.0,5.6,85.0,2018-12-02 03:50:00,67.0,2018-12-02 18:00:00,1020.0,2018-12-02 10:10:00,1017.0,2018-12-02 14:10:00,24.1,,2018-12-02 18:00:00,2018-12-02 00:50:00,,,,,,,,,,,,,
2018-12-03 23:59:59,11.4,79.1,1017.9,4.0,0.0,0.0,,0.2,1223.2,,16.3,7.2,84.0,2018-12-03 00:10:00,68.0,2018-12-03 14:20:00,1019.0,2018-12-03 09:00:00,1017.0,2018-12-03 01:00:00,24.8,,2018-12-03 14:50:00,2018-12-03 02:00:00,,,,,,,,,,,,,
2018-12-04 23:59:59,11.3,81.5,1021.2,1.8,0.0,0.0,,0.2,1223.2,,16.8,8.7,84.0,2018-12-04 00:50:00,77.0,2018-12-04 02:30:00,1023.0,2018-12-04 09:40:00,1019.0,2018-12-04 00:10:00,19.1,,2018-12-04 14:20:00,2018-12-04 08:30:00,,,,,,,,,,,,,
2018-12-05 23:59:59,9.6,82.0,1021.9,0.7,0.0,0.0,0.2,0.4,1223.4,,13.1,7.3,83.0,2018-12-05 09:00:00,81.0,2018-12-05 00:10:00,1023.0,2018-12-05 00:10:00,1021.0,2018-12-05 13:10:00,11.2,,2018-12-05 15:00:00,2018-12-05 08:10:00,,,,,,,,,,,,,
2018-12-06 23:59:59,9.4,82.3,1024.1,0.7,0.0,0.0,0.2,0.6,1223.6,,12.8,6.9,84.0,2018-12-06 06:10:00,81.0,2018-12-06 12:10:00,1026.0,2018-12-06 20:20:00,1023.0,2018-12-06 00:10:00,11.9,,2018-12-06 13:10:00,2018-12-06 04:40:00,,,,,,,,,,,,,
2018-12-07 23:59:59,8.9,82.4,1022.4,4.3,0.0,0.0,,0.6,1223.6,,12.9,6.8,83.0,2018-12-07 05:00:00,81.0,2018-12-07 09:30:00,1026.0,2018-12-07 00:10:00,1020.0,2018-12-07 14:30:00,24.8,,2018-12-07 14:20:00,2018-12-07 06:00:00,,,,,,,,,,,,,
2018-12-08 23:59:59,9.2,81.5,1023.8,4.0,0.0,0.0,,0.6,1223.6,,12.1,6.5,83.0,2018-12-08 00:10:00,79.0,2018-12-08 13:10:00,1025.0,2018-12-08 09:10:00,1022.0,2018-12-08 00:10:00,24.1,,2018-12-08 13:00:00,2018-12-08 23:50:00,,,,,,,,,,,,,
2018-12-09 23:59:59,9.4,78.9,1022.5,4.0,0.0,0.0,,0.6,1223.6,,13.7,6.1,84.0,2018-12-09 03:00:00,65.0,2018-12-09 13:50:00,1026.0,2018-12-09 21:40:00,1020.0,2018-12-09 13:30:00,29.9,,2018-12-09 14:10:00,2018-12-09 01:20:00,,,,,,,,,,,,,
2018-12-10 23:59:59,7.7,81.8,1026.2,1.8,0.0,0.0,0.2,0.8,1223.8,,12.3,5.7,84.0,2018-12-10 03:40:00,74.0,2018-12-10 13:20:00,1028.0,2018-12-10 09:20:00,1025.0,2018-12-10 16:00:00,15.8,,2018-12-10 13:10:00,2018-12-10 23:10:00,,,,,,,,,,,,,
2018-12-11 23:59:59,6.1,82.6,1020.8,1.1,0.0,0.0,0.2,1.0,1224.0,,9.7,3.7,84.0,2018-12-11 02:55:00,81.0,2018-12-11 12:45:00,1025.0,2018-12-11 00:05:00,1018.0,2018-12-11 15:40:00,14.0,,2018-12-11 13:45:00,2018-12-11 08:20:00,,,,,,,,,,,,,
2018-12-12 23:59:59,7.5,82.3,1017.0,0.7,0.0,0.0,,1.0,1224.0,,11.4,4.5,84.0,2018-12-12 00:05:00,81.0,2018-12-12 12:20:00,1019.0,2018-12-12 00:05:00,1013.0,2018-12-12 23:55:00,11.9,,2018-12-12 15:25:00,2018-12-12 00:25:00,,,,,,,,,,,,,
2018-12-13 23:59:59,8.9,82.1,1005.7,0.7,0.0,0.0,2.8,3.8,1226.8,,10.3,7.9,84.0,2018-12-13 11:35:00,81.0,2018-12-13 10:15:00,1013.0,2018-12-13 00:05:00,1002.0,2018-12-13 14:05:00,14.0,,2018-12-13 12:05:00,2018-12-13 22:40:00,,,,,,,,,,,,,
2018-12-14 23:59:59,7.5,82.7,1012.4,2.2,0.0,0.0,2.2,6.0,1229.0,,10.2,4.7,84.0,2018-12-14 01:20:00,81.0,2018-12-14 15:50:00,1018.0,2018-12-14 21:00:00,1005.0,2018-12-14 00:05:00,19.1,,2018-12-14 15:35:00,2018-12-14 23:35:00,,,,,,,,,,,,,
2018-12-15 23:59:59,7.5,82.9,1018.7,2.9,0.0,0.0,0.2,6.2,1229.2,,11.6,4.7,84.0,2018-12-15 02:40:00,79.0,2018-12-15 16:50:00,1021.0,2018-12-15 10:40:00,1016.0,2018-12-15 23:55:00,20.2,,2018-12-15 14:40:00,2018-12-15 00:35:00,,,,,,,,,,,,,
2018-12-16 23:59:59,9.6,81.3,1014.5,2.9,0.0,0.0,1.0,7.2,1230.2,,12.2,7.0,84.0,2018-12-16 00:40:00,73.0,2018-12-16 19:55:00,1016.0,2018-12-16 00:05:00,1012.0,2018-12-16 15:00:00,37.1,,2018-12-16 19:35:00,2018-12-16 23:40:00,,,,,,,,,,,,,
2018-12-17 23:59:59,7.2,82.0,1023.8,2.9,0.0,0.0,,7.2,1230.2,,11.4,4.1,84.0,2018-12-17 00:15:00,67.0,2018-12-17 14:00:00,1028.0,2018-12-17 18:55:00,1017.0,2018-12-17 00:05:00,22.0,,2018-12-17 13:35:00,2018-12-17 07:30:00,,,,,,,,,,,,,
2018-12-18 23:59:59,6.0,83.3,1021.5,1.4,0.0,0.0,,7.2,1230.2,,10.2,2.6,84.0,2018-12-18 00:05:00,80.0,2018-12-18 13:20:00,1028.0,2018-12-18 00:15:00,1018.0,2018-12-18 21:50:00,15.8,,2018-12-18 15:25:00,2018-12-18 06:45:00,,,,,,,,,,,,,
2018-12-19 23:59:59,9.2,73.4,1016.7,4.7,0.0,0.0,,7.2,1230.2,,13.7,5.4,84.0,2018-12-19 00:05:00,50.0,2018-12-19 15:10:00,1020.0,2018-12-19 23:00:00,1014.0,2018-12-19 13:15:00,32.0,,2018-12-19 12:45:00,2018-12-19 23:50:00,,,,,,,,,,,,,
2018-12-20 23:59:59,6.2,82.3,1023.1,2.5,0.0,0.0,,7.2,1230.2,,9.7,3.4,84.0,2018-12-20 00:20:00,73.0,2018-12-20 12:15:00,1028.0,2018-12-20 23:00:00,1020.0,2018-12-20 00:05:00,22.0,,2018-12-20 12:20:00,2018-12-20 05:45:00,,,,,,,,,,,,,
2018-12-21 23:59:59,8.0,77.0,1026.5,4.3,0.0,0.0,,7.2,1230.2,,12.6,2.9,85.0,2018-12-21 04:45:00,68.0,2018-12-21 22:15:00,1028.0,2018-12-21 00:05:00,1025.0,2018-12-21 13:50:00,29.9,,2018-12-21 14:30:00,2018-12-21 04:30:00,,,,,,,,,,,,,
2018-12-22 23:59:59,10.5,80.2,1027.2,2.9,0.0,0.0,,7.2,1230.2,,13.2,8.1,84.0,2018-12-22 19:25:00,69.0,2018-12-22 03:00:00,1029.0,2018-12-22 22:15:00,1026.0,2018-12-22 04:20:00,24.8,,2018-12-22 12:50:00,2018-12-22 23:00:00,,,,,,,,,,,,,
2018-12-23 23:59:59,9.8,82.9,1027.2,1.1,0.0,0.0,,7.2,1230.2,,13.9,6.9,84.0,2018-12-23 00:10:00,79.0,2018-12-23 18:15:00,1029.0,2018-12-23 00:05:00,1025.0,2018-12-23 15:10:00,14.0,,2018-12-23 13:10:00,2018-12-23 07:35:00,,,,,,,,,,,,,
2018-12-24 23:59:59,9.7,83.2,1025.0,1.4,0.0,0.0,,7.2,1230.2,,15.0,7.6,84.0,2018-12-24 00:05:00,80.0,2018-12-24 07:40:00,1026.0,2018-12-24 00:05:00,1023.0,2018-12-24 14:20:00,15.8,,2018-12-24 14:45:00,2018-12-24 03:50:00,,,,,,,,,,,,,
2018-12-25 23:59:59,8.0,82.9,1027.6,1.1,0.0,0.0,,7.2,1230.2,,12.4,5.5,84.0,2018-12-25 00:05:00,78.0,2018-12-25 14:20:00,1029.0,2018-12-25 09:45:00,1026.0,2018-12-25 00:05:00,11.9,,2018-12-25 14:20:00,2018-12-25 23:30:00,,,,,,,,,,,,,
2018-12-26 23:59:59,6.5,82.2,1027.9,0.7,0.0,0.0,0.2,7.4,1230.4,,9.8,3.9,84.0,2018-12-26 10:15:00,81.0,2018-12-26 14:20:00,1029.0,2018-12-26 00:05:00,1027.0,2018-12-26 13:00:00,9.0,,2018-12-26 15:30:00,2018-12-26 08:05:00,,,,,,,,,,,,,
2018-12-27 23:59:59,5.9,82.3,1025.9,0.7,0.0,0.0,0.2,7.6,1230.6,,9.0,3.5,83.0,2018-12-27 01:25:00,81.0,2018-12-27 14:35:00,1027.0,2018-12-27 00:05:00,1025.0,2018-12-27 12:35:00,11.2,,2018-12-27 14:25:00,2018-12-27 08:35:00,,,,,,,,,,,,,
2018-12-28 23:59:59,5.6,82.5,1026.4,0.7,0.0,0.0,0.2,7.8,1230.8,,9.1,3.3,84.0,2018-12-28 10:10:00,81.0,2018-12-28 14:15:00,1028.0,2018-12-28 10:15:00,1025.0,2018-12-28 04:35:00,9.0,,2018-12-28 14:15:00,2018-12-28 08:10:00,,,,,,,,,,,,,
2018-12-29 23:59:59,5.0,82.7,1027.6,1.4,0.0,0.0,0.2,8.0,1231.0,,8.4,2.6,84.0,2018-12-29 18:05:00,82.0,2018-12-29 00:05:00,1029.0,2018-12-29 18:45:00,1026.0,2018-12-29 13:20:00,14.0,,2018-12-29 14:45:00,2018-12-29 08:05:00,,,,,,,,,,,,,
2018-12-30 23:59:59,5.7,77.3,1027.3,2.2,0.0,0.0,,8.0,1231.0,,9.7,1.9,85.0,2018-12-30 00:45:00,53.0,2018-12-30 20:50:00,1029.0,2018-12-30 00:10:00,1025.0,2018-12-30 14:15:00,24.8,,2018-12-30 14:30:00,2018-12-30 07:50:00,,,,,,,,,,,,,
2018-12-31 23:59:59,8.4,68.0,1027.1,2.9,0.0,0.0,,8.0,1231.0,,11.8,4.8,80.0,2018-12-31 21:10:00,40.0,2018-12-31 01:00:00,1028.0,2018-12-31 00:05:00,1025.0,2018-12-31 15:20:00,24.1,,2018-12-31 15:35:00,2018-12-31 08:50:00,,,,,,,,,,,,,
2019-01-01 23:59:59,6.3,82.1,1027.4,0.7,0.0,0.0,,0.0,0.0,,11.9,3.1,84.0,2019-01-01 07:35:00,77.0,2019-01-01 00:05:00,1029.0,2019-01-01 08:50:00,1026.0,2019-01-01 00:05:00,11.9,,2019-01-01 13:55:00,2019-01-01 08:10:00,,,,,,,,,,,,,
2019-01-02 23:59:59,4.7,79.5,1024.7,1.8,0.0,0.0,,0.0,0.0,,9.0,1.9,84.0,2019-01-02 01:45:00,61.0,2019-01-02 18:15:00,1026.0,2019-01-02 00:05:00,1023.0,2019-01-02 05:10:00,20.2,,2019-01-02 15:30:00,2019-01-02 23:45:00,,,,,,,,,,,,,
2019-01-03 23:59:59,2.9,76.3,1027.6,1.4,0.0,0.0,,0.0,0.0,,7.1,0.7,83.0,2019-01-03 13:30:00,65.0,2019-01-03 03:20:00,1029.0,2019-01-03 08:45:00,1026.0,2019-01-03 00:05:00,11.9,,2019-01-03 14:40:00,2019-01-03 05:00:00,,,,,,,,,,,,,
2019-01-04 23:59:59,2.8,79.0,1029.4,2.2,0.0,0.0,,0.0,0.0,,7.7,0.4,84.0,2019-01-04 03:10:00,66.0,2019-01-04 12:30:00,1032.0,2019-01-04 19:30:00,1027.0,2019-01-04 04:50:00,15.8,,2019-01-04 14:45:00,2019-01-04 03:00:00,,,,,,,,,,,,,
2019-01-05 23:59:59,6.2,77.5,1026.8,4.0,0.0,0.0,,0.0,0.0,,9.1,2.0,84.0,2019-01-05 00:05:00,61.0,2019-01-05 23:45:00,1031.0,2019-01-05 00:05:00,1024.0,2019-01-05 23:50:00,27.0,,2019-01-05 14:40:00,2019-01-05 00:05:00,,,,,,,,,,,,,
2019-01-06 23:59:59,9.1,57.1,1024.3,3.6,0.0,0.0,,0.0,0.0,,13.2,4.7,75.0,2019-01-06 13:50:00,31.0,2019-01-06 21:10:00,1025.0,2019-01-06 00:25:00,1023.0,2019-01-06 14:25:00,22.0,,2019-01-06 15:40:00,2019-01-06 23:55:00,,,,,,,,,,,,,
2019-01-07 23:59:59,4.1,75.0,1026.4,1.1,0.0,0.0,,0.0,0.0,,7.7,1.9,84.0,2019-01-07 22:10:00,58.0,2019-01-07 00:15:00,1029.0,2019-01-07 22:00:00,1024.0,2019-01-07 00:15:00,11.2,,2019-01-07 13:50:00,2019-01-07 23:30:00,,,,,,,,,,,,,
2019-01-08 23:59:59,4.3,82.9,1024.4,1.1,0.0,0.0,,0.0,0.0,,9.4,0.4,84.0,2019-01-08 00:05:00,77.0,2019-01-08 13:15:00,1028.0,2019-01-08 00:05:00,1019.0,2019-01-08 23:25:00,14.0,,2019-01-08 14:20:00,2019-01-08 08:15:00,,,,,,,,,,,,,
2019-01-09 23:59:59,4.1,81.4,1014.7,1.8,0.0,0.0,,0.0,0.0,,8.2,1.3,84.0,2019-01-09 01:20:00,66.0,2019-01-09 10:10:00,1019.0,2019-01-09 00:05:00,1012.0,2019-01-09 13:30:00,22.0,,2019-01-09 15:50:00,2019-01-09 06:25:00,,,,,,,,,,,,,
2019-01-10 23:59:59,2.4,62.5,1015.8,2.5,0.0,0.0,,0.0,0.0,,8.9,-1.5,82.0,2019-01-10 00:15:00,33.0,2019-01-10 13:05:00,1019.0,2019-01-10 21:15:00,1013.0,2019-01-10 05:05:00,24.1,,2019-01-10 12:45:00,2019-01-10 23:55:00,,,,,,,,,,,,,
2019-01-11 23:59:59,0.2,71.5,1022.1,1.8,0.0,0.0,,0.0,0.0,,4.7,-2.9,78.0,2019-01-11 00:20:00,59.0,2019-01-11 13:35:00,1025.0,2019-01-11 20:10:00,1019.0,2019-01-11 00:05:00,15.8,,2019-01-11 13:40:00,2019-01-11 08:10:00,,,,,,,,,,,,,
2019-01-12 23:59:59,3.4,72.0,1025.0,4.0,0.0,0.0,,0.0,0.0,,6.4,0.3,84.0,2019-01-12 23:55:00,59.0,2019-01-12 10:55:00,1026.0,2019-01-12 01:20:00,1024.0,2019-01-12 13:00:00,29.2,,2019-01-12 13:30:00,2019-01-12 03:35:00,,,,,,,,,,,,,
2019-01-13 23:59:59,6.5,74.1,1020.9,3.6,0.0,0.0,,0.0,0.0,,11.6,0.9,84.0,2019-01-13 00:05:00,62.0,2019-01-13 14:15:00,1024.0,2019-01-13 00:05:00,1017.0,2019-01-13 23:30:00,22.0,,2019-01-13 14:20:00,2019-01-13 05:35:00,,,,,,,,,,,,,
2019-01-14 23:59:59,8.6,75.6,1016.1,2.9,0.0,0.0,,0.0,0.0,,12.9,3.8,84.0,2019-01-14 20:20:00,66.0,2019-01-14 00:05:00,1019.0,2019-01-14 21:00:00,1014.0,2019-01-14 06:30:00,27.0,,2019-01-14 15:00:00,2019-01-14 23:55:00,,,,,,,,,,,,,
2019-01-15 23:59:59,4.0,83.4,1019.3,0.7,0.0,0.0,,0.0,0.0,,8.1,1.3,84.0,2019-01-15 00:05:00,82.0,2019-01-15 06:30:00,1021.0,2019-01-15 09:25:00,1018.0,2019-01-15 05:50:00,14.0,,2019-01-15 14:05:00,2019-01-15 07:30:00,,,,,,,,,,,,,
2019-01-16 23:59:59,3.9,83.2,1016.4,0.4,0.0,0.0,,0.0,0.0,,8.4,0.6,85.0,2019-01-16 00:25:00,82.0,2019-01-16 09:15:00,1019.0,2019-01-16 00:05:00,1014.0,2019-01-16 13:55:00,6.1,,2019-01-16 15:15:00,2019-01-16 06:10:00,,,,,,,,,,,,,
2019-01-17 23:59:59,7.4,80.1,1015.0,1.4,0.0,0.0,0.2,0.2,0.2,,11.6,3.2,83.0,2019-01-17 01:10:00,63.0,2019-01-17 14:20:00,1016.0,2019-01-17 00:05:00,1014.0,2019-01-17 04:55:00,14.0,,2019-01-17 13:50:00,2019-01-17 00:40:00,,,,,,,,,,,,,
2019-01-18 23:59:59,6.3,81.6,1015.2,2.9,0.0,0.0,0.4,0.6,0.6,,8.5,3.6,84.0,2019-01-18 07:05:00,78.0,2019-01-18 13:25:00,1017.0,2019-01-18 09:55:00,1014.0,2019-01-18 14:35:00,16.9,,2019-01-18 14:40:00,2019-01-18 09:15:00,,,,,,,,,,,,,
2019-01-19 23:59:59,5.1,81.5,1012.5,1.8,0.0,0.0,,0.6,0.6,,9.4,2.2,84.0,2019-01-19 01:35:00,72.0,2019-01-19 16:10:00,1015.0,2019-01-19 00:05:00,1010.0,2019-01-19 21:00:00,16.9,,2019-01-19 13:55:00,2019-01-19 21:50:00,,,,,,,,,,,,,
2019-01-20 23:59:59,5.7,82.5,1009.6,1.4,0.0,0.0,7.8,8.4,8.4,,8.2,2.9,84.0,2019-01-20 00:10:00,81.0,2019-01-20 03:20:00,1014.0,2019-01-20 23:50:00,1007.0,2019-01-20 05:15:00,15.8,,2019-01-20 14:20:00,2019-01-20 00:05:00,,,,,,,,,,,,,
2019-01-21 23:59:59,5.1,81.2,1014.4,4.0,0.0,0.0,,8.4,8.4,,9.3,1.5,84.0,2019-01-21 00:05:00,70.0,2019-01-21 13:15:00,1016.0,2019-01-21 11:15:00,1013.0,2019-01-21 00:05:00,22.0,,2019-01-21 14:25:00,2019-01-21 23:45:00,,,,,,,,,,,,,
2019-01-22 23:59:59,3.4,74.2,1009.7,2.9,0.0,0.0,0.2,8.6,8.6,,7.8,-0.3,84.0,2019-01-22 01:15:00,51.0,2019-01-22 13:45:00,1016.0,2019-01-22 00:05:00,1004.0,2019-01-22 22:35:00,16.9,,2019-01-22 13:40:00,2019-01-22 06:45:00,,,,,,,,,,,,,
2019-01-23 23:59:59,4.8,74.1,997.5,6.1,0.0,0.0,,8.6,8.6,,9.3,2.7,81.0,2019-01-23 17:50:00,66.0,2019-01-23 00:40:00,1004.0,2019-01-23 00:05:00,993.0,2019-01-23 15:10:00,33.1,,2019-01-23 14:00:00,2019-01-23 05:35:00,,,,,,,,,,,,,
2019-01-24 23:59:59,5.1,42.8,1001.5,8.3,0.0,0.0,,8.6,8.6,,9.1,2.6,72.0,2019-01-24 00:05:00,28.0,2019-01-24 14:40:00,1008.0,2019-01-24 22:20:00,997.0,2019-01-24 00:05:00,41.0,,2019-01-24 14:15:00,2019-01-24 05:05:00,,,,,,,,,,,,,
2019-01-25 23:59:59,3.2,64.9,1010.2,2.5,0.0,0.0,,8.6,8.6,,9.6,-0.6,80.0,2019-01-25 22:15:00,38.0,2019-01-25 00:30:00,1014.0,2019-01-25 23:55:00,1008.0,2019-01-25 00:05:00,16.9,,2019-01-25 15:00:00,2019-01-25 06:45:00,,,,,,,,,,,,,
2019-01-26 23:59:59,7.1,75.2,1014.2,3.6,0.0,0.0,,8.6,8.6,,12.2,2.1,83.0,2019-01-26 02:40:00,64.0,2019-01-26 14:05:00,1017.0,2019-01-26 08:00:00,1010.0,2019-01-26 23:20:00,24.1,,2019-01-26 13:40:00,2019-01-26 02:45:00,,,,,,,,,,,,,
2019-01-27 23:59:59,5.9,80.7,1006.1,1.8,0.0,0.0,,8.6,8.6,,11.3,2.4,84.0,2019-01-27 20:45:00,71.0,2019-01-27 13:30:00,1010.0,2019-01-27 00:05:00,1003.0,2019-01-27 13:30:00,20.2,,2019-01-27 16:10:00,2019-01-27 23:55:00,,,,,,,,,,,,,
2019-01-28 23:59:59,5.0,73.4,1006.2,6.1,0.0,0.0,,8.6,8.6,,9.9,-0.4,84.0,2019-01-28 01:10:00,63.0,2019-01-28 13:50:00,1009.0,2019-01-28 22:10:00,1003.0,2019-01-28 10:15:00,41.0,,2019-01-28 14:50:00,2019-01-28 06:25:00,,,,,,,,,,,,,
2019-01-29 23:59:59,4.4,79.8,1007.0,2.5,0.0,0.0,,8.6,8.6,,7.9,0.1,84.0,2019-01-29 04:20:00,72.0,2019-01-29 17:20:00,1011.0,2019-01-29 06:45:00,1001.0,2019-01-29 20:15:00,47.9,,2019-01-29 16:20:00,2019-01-29 05:40:00,,,,,,,,,,,,,
2019-01-30 23:59:59,5.4,74.2,1004.1,4.3,0.0,0.0,,8.6,8.6,,9.3,2.8,83.0,2019-01-30 05:30:00,58.0,2019-01-30 13:55:00,1006.0,2019-01-30 08:45:00,1002.0,2019-01-30 00:05:00,32.0,,2019-01-30 15:20:00,2019-01-30 05:30:00,,,,,,,,,,,,,
2019-01-31 23:59:59,8.3,75.1,996.1,4.3,0.0,0.0,,8.6,8.6,,15.3,2.6,83.0,2019-01-31 07:05:00,62.0,2019-01-31 23:45:00,1002.0,2019-01-31 00:05:00,992.0,2019-01-31 23:25:00,49.0,,2019-01-31 23:55:00,2019-01-31 07:05:00,,,,,,,,,,,,,
